schema_type,title,notes,topics,tags,internal_contact_name,internal_contact_email,organization_title,custodian,homepage_url,internal_notes,language,license_id,publication_required_under_atipp_act,publication_type_under_atipp_act,metadata_created,metadata_modified,dkan_uri,dkan_node_id
information,2011–12 Supplementary estimates no. 1,"Supplementary estimates no. 1 for the Government of Yukon 2011–12 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 32nd Legislature, Yukon Legislative Assembly. December 2011, Whitehorse, Yukon.",Government and politics,"2011,2011-12,publication,supplementary estimates 1",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,Harvest source: Finance_47. Harvest source modified: 2011-12-01 00:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 21:16:53,2022-03-31 18:10:44,https://open.yukon.ca/information/publications/2011–12-supplementary-estimates-no-1,35984
information,2017–18 Budget,"Government of Yukon 2017–18 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 2nd Session of the 34th Legislature, Yukon Legislative Assembly. April 2017, Whitehorse, Yukon.",Government and politics,"2017,2017-18,budget,publication",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,Harvest source: Finance_47. Harvest source modified: 2017-04-01 00:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 21:17:26,2025-05-16 11:38:55,https://open.yukon.ca/information/publications/2017–18-budget,36009
information,2005–06 Supplementary estimates no. 1,"Supplementary estimates no. 1 for the Government of Yukon 2005–06 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 31st Legislature, Yukon Legislative Assembly. October 2005, Whitehorse, Yukon.",Government and politics,"2005,2005-06,publication,supplementary estimates 1",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,Harvest source: Finance_47. Harvest source modified: 2005-10-01 00:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 21:17:26,2022-03-31 17:30:50,https://open.yukon.ca/information/publications/2005–06-supplementary-estimates-no-1,36016
information,2003–04 Capital main estimates,"Capital main estimates for the Government of Yukon 2003–04 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 31st Legislature, Yukon Legislative Assembly. February 2003, Whitehorse, Yukon.",Government and politics,"2003,2003-04,capital main estimates,publication",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,Harvest source: Finance_47. Harvest source modified: 2003-02-01 00:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 21:18:14,2022-03-31 17:22:59,https://open.yukon.ca/information/publications/2003–04-capital-main-estimates,36038
information,2002–03 Supplementary estimates no. 1,"Supplementary estimates no. 1 for the Government of Yukon 2002–03 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 31st Legislature, Yukon Legislative Assembly. February 2003, Whitehorse, Yukon.",Government and politics,"2002,2002-03,publication,supplementary estimates 1",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,Harvest source: Finance_47. Harvest source modified: 2003-02-01 00:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 21:18:14,2022-03-31 17:16:55,https://open.yukon.ca/information/publications/2002–03-supplementary-estimates-no-1,36060
information,2017–18 Supplementary estimates no. 2,"Supplementary estimates no. 2 for the Government of Yukon 2017–18 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 2nd Session of the 34th Legislature, Yukon Legislative Assembly. March 2018, Whitehorse, Yukon.",Government and politics,"2017,2017-18,publication,supplementary estimates 2",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,Harvest source: Finance_47. Harvest source modified: 2018-03-01 00:00:00. ,,OGL-Yukon-2.0,Yes,,2020-07-20 11:24:45,2022-04-01 16:18:54,https://open.yukon.ca/information/publications/2017–18-supplementary-estimates-no-2,36083
information,2001–02 Operation and maintenance main estimates,"Operation and maintenance main estimates for the Government of Yukon 2001–02 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 2nd Session of the 30th Legislature, Yukon Legislative Assembly. February 2001, Whitehorse, Yukon.",Government and politics,"2001,2001-02,operation and maintenance main estimates,publication",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,Harvest source: Finance_47. Harvest source modified: 2001-02-01 00:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 21:19:03,2022-03-31 17:14:06,https://open.yukon.ca/information/publications/2001–02-operation-and-maintenance-main-estimates,36106
information,2008–09 Supplementary estimates no. 2,"Supplementary estimates no. 2 for the Government of Yukon 2008–09 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 32nd Legislature, Yukon Legislative Assembly. March 2009, Whitehorse, Yukon.",Government and politics,"2008,2008-09,publication,supplementary estimates 2",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,Harvest source: Finance_47. Harvest source modified: 2009-03-01 00:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 21:20:22,2022-03-31 17:59:36,https://open.yukon.ca/information/publications/2008–09-supplementary-estimates-no-2,36138
information,2009–10 Public Accounts,"Public Accounts for the Government of Yukon 2009–10 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 32nd Legislature, Yukon Legislative Assembly. October 2010, Whitehorse, Yukon.",Government and politics,"2009,2009-10,public accounts,publication",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,Harvest source: Finance_47. Harvest source modified: 2010-10-01 00:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 21:20:55,2025-05-16 11:35:03,https://open.yukon.ca/information/publications/2009–10-public-accounts,36173
information,2001–02 Budget,"Government of Yukon 2001–02 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 2nd Session of the 30th Legislature, Yukon Legislative Assembly. February 2001, Whitehorse, Yukon.",Government and politics,"2001,2001-02,budget,publication",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,Harvest source: Finance_47. Harvest source modified: 2001-02-01 00:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 21:20:55,2022-03-31 17:14:01,https://open.yukon.ca/information/publications/2001–02-budget,36196
information,2011–12 Capital main estimates,"Capital main estimates for the Government of Yukon 2011–12 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 32nd Legislature, Yukon Legislative Assembly. February 2011, Whitehorse, Yukon.",Government and politics,"2011,2011-12,capital main estimates,publication",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,Harvest source: Finance_47. Harvest source modified: 2011-02-01 00:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 21:21:27,2022-03-31 18:10:47,https://open.yukon.ca/information/publications/2011–12-capital-main-estimates,36198
information,2004–05 Capital main estimates,"Capital main estimates for the Government of Yukon 2004–05 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 31st Legislature, Yukon Legislative Assembly. March 2004, Whitehorse, Yukon.",Government and politics,"2004,2004-05,capital main estimates,publication",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,Harvest source: Finance_47. Harvest source modified: 2004-03-01 00:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 21:21:27,2022-03-31 17:26:36,https://open.yukon.ca/information/publications/2004–05-capital-main-estimates,36223
information,2010–11 Public Accounts,"Public Accounts for the Government of Yukon 2010–11 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 32nd Legislature, Yukon Legislative Assembly. October 2010, Whitehorse, Yukon.",Government and politics,"2010,2010-11,public accounts,publication",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,Harvest source: Finance_47. Harvest source modified: 2010-10-01 00:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 21:22:32,2025-05-16 11:35:56,https://open.yukon.ca/information/publications/2010–11-public-accounts,36248
information,2012–13 Public Accounts,"Public Accounts for the Government of Yukon 2012–13 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 33rd Legislature, Yukon Legislative Assembly. October 2013, Whitehorse, Yukon.",Government and politics,"2012,2012-13,public accounts,publication",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,Harvest source: Finance_47. Harvest source modified: 2013-10-01 00:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 21:22:32,2025-05-16 11:36:22,https://open.yukon.ca/information/publications/2012–13-public-accounts,36271
information,2007–08 Supplementary estimates no. 2,"Supplementary estimates no. 2 for the Government of Yukon 2007–08 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 32nd Legislature, Yukon Legislative Assembly. March 2008, Whitehorse, Yukon.",Government and politics,"2007,2007-08,publication,supplementary estimates 2",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,Harvest source: Finance_47. Harvest source modified: 2008-03-01 00:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 21:23:23,2022-03-31 17:37:55,https://open.yukon.ca/information/publications/2007–08-supplementary-estimates-no-2,36294
information,2006–07 Public Accounts,"Public Accounts for the Government of Yukon 2006–07 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 32nd Legislature, Yukon Legislative Assembly. October 2007, Whitehorse, Yukon.",Government and politics,"2006,2006-07,public accounts,publication",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,Harvest source: Finance_47. Harvest source modified: 2007-10-01 00:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 21:23:23,2025-05-16 11:33:06,https://open.yukon.ca/information/publications/2006–07-public-accounts,36317
information,2011–12 Public Accounts,"Public Accounts for the Government of Yukon 2011–12 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 33rd Legislature, Yukon Legislative Assembly. October 2012, Whitehorse, Yukon.",Government and politics,"2011,2011-12,public accounts,publication",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,Harvest source: Finance_47. Harvest source modified: 2012-10-01 00:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 21:24:24,2025-05-16 11:36:06,https://open.yukon.ca/information/publications/2011–12-public-accounts,36344
information,2014–15 Budget,"Government of Yukon 2014–15 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 33rd Legislature, Yukon Legislative Assembly. March 2014, Whitehorse, Yukon.",Government and politics,"2014,2014-15,budget,publication",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,Harvest source: Finance_47. Harvest source modified: 2014-03-01 00:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 21:24:24,2025-05-16 11:36:59,https://open.yukon.ca/information/publications/2014–15-budget,36367
information,2005–06 Supplementary estimates no. 2,"Supplementary estimates no. 2 for the Government of Yukon 2005–06 Budget. 
This document was prepared by the Department of Finance under the direction of Management Board for the 1st Session of the 31st Legislature, Yukon Legislative Assembly. March 2006, Whitehorse, Yukon.",Government and politics,"2005,2005-06,publication,supplementary estimates 2",Communications Advisor,misha.donohoe@gov.yk.ca,Finance,Finance,https://yukon.ca/budget,Harvest source: Finance_47. Harvest source modified: 2006-03-01 00:00:00. ,,OGL-Yukon-2.0,Yes,,2020-03-30 21:24:56,2022-03-31 17:30:45,https://open.yukon.ca/information/publications/2005–06-supplementary-estimates-no-2,36374
